,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
1723,TXN_8257774,Cookie,5,1.0,5.0,Cash,Takeaway,2023-03-04
1724,TXN_3873718,Salad,1,5.0,5.0,Cash,In-store,2023-03-07
1725,TXN_8767676,Smoothie,1,4.0,4.0,DK/NS,DK/NS,2023-11-30
1726,TXN_1225638,Cake,4,3.0,12.0,Cash,Takeaway,2023-05-28
1727,TXN_5050111,Salad,3,5.0,15.0,Cash,In-store,2023-06-13
1728,TXN_5508620,Sandwich,2,4.0,8.0,Cash,In-store,2023-08-26
1729,TXN_7864080,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-11-12
1730,TXN_6066883,Cake,2,3.0,6.0,Credit Card,DK/NS,2023-12-21
1731,TXN_6034785,Coffee,3,2.0,6.0,Digital Wallet,DK/NS,2023-06-17
1732,TXN_7818024,Cake,3,3.0,9.0,DK/NS,DK/NS,2023-08-16
1733,TXN_2463115,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-09-12
1734,TXN_9948425,Cake,3,3.0,9.0,DK/NS,Takeaway,2023-11-21
1735,TXN_2540440,Tea,2,1.5,3.0,Digital Wallet,DK/NS,2023-12-30
1736,TXN_2006923,Salad,5,5.0,25.0,Digital Wallet,DK/NS,2023-05-31
1737,TXN_6762172,Coffee,5,2.0,10.0,Cash,Takeaway,2023-01-19
1738,TXN_6638051,Smoothie,2,4.0,8.0,Cash,DK/NS,2023-11-05
1739,TXN_9834329,Smoothie,1,4.0,4.0,Cash,DK/NS,2023-09-17
1740,TXN_9172616,Coffee,4,2.0,8.0,DK/NS,Takeaway,2023-11-21
1741,TXN_8867300,Smoothie,4,4.0,16.0,DK/NS,In-store,2023-05-06
1742,TXN_6987950,Cake,4,3.0,12.0,Credit Card,DK/NS,2023-05-04
1743,TXN_9967728,Coffee,4,2.0,8.0,DK/NS,DK/NS,2023-01-30
1744,TXN_5591967,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-04-08
1745,TXN_5861158,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-11-21
1746,TXN_7501002,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-08-23
1747,TXN_2848654,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-03-15
1748,TXN_2406254,DK/NS,5,3.0,15.0,DK/NS,Takeaway,2023-11-12
1749,TXN_3034652,Juice,5,3.0,15.0,Credit Card,In-store,2023-11-04
1750,TXN_2710779,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-09-30
1751,TXN_2333576,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-11-22
1752,TXN_6330369,Juice,1,3.0,3.0,DK/NS,DK/NS,2023-01-25
1753,TXN_7852032,Sandwich,1,4.0,4.0,Cash,DK/NS,2023-03-19
1754,TXN_7189368,Sandwich,2,4.0,8.0,Credit Card,DK/NS,2023-01-22
1755,TXN_6306655,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-01-22
1756,TXN_7169320,Coffee,3,2.0,6.0,Credit Card,DK/NS,
1757,TXN_6607568,Coffee,2,2.0,4.0,Cash,In-store,2023-03-24
1758,TXN_8245906,Cake,1,3.0,3.0,Digital Wallet,DK/NS,2023-02-08
1759,TXN_9837568,Salad,5,5.0,25.0,Cash,In-store,2023-04-17
1760,TXN_9603263,Cookie,5,1.0,5.0,Cash,DK/NS,2023-05-02
1761,TXN_9425610,Sandwich,3,4.0,12.0,Cash,In-store,2023-01-08
1762,TXN_8092496,Juice,4,3.0,12.0,DK/NS,In-store,2023-03-11
1764,TXN_9749333,Cookie,5,1.0,5.0,Cash,In-store,2023-02-27
1765,TXN_2771364,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-01-23
1766,TXN_5180326,Juice,4,3.0,12.0,DK/NS,DK/NS,2023-04-26
1767,TXN_7376092,Cookie,4,1.0,4.0,Cash,In-store,2023-11-07
1768,TXN_9279347,Sandwich,5,4.0,20.0,Credit Card,DK/NS,2023-02-27
1769,TXN_8278982,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-09-06
1770,TXN_7686476,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-01-03
1771,TXN_4283563,Tea,2,1.5,3.0,Cash,DK/NS,2023-05-04
1772,TXN_1926278,Cookie,1,1.0,1.0,Credit Card,DK/NS,2023-07-29
1773,TXN_3981000,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-24
1774,TXN_6167259,Juice,2,3.0,6.0,Digital Wallet,DK/NS,2023-04-14
1775,TXN_7068653,Cookie,2,1.0,2.0,Cash,In-store,2023-06-05
1776,TXN_1572930,Coffee,3,2.0,6.0,DK/NS,In-store,2023-07-17
1777,TXN_2788797,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-03-23
1778,TXN_4255767,Juice,1,3.0,3.0,DK/NS,DK/NS,2023-05-25
1779,TXN_7367474,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-01-01
1780,TXN_7551097,Cake,2,3.0,6.0,Digital Wallet,DK/NS,2023-06-12
1781,TXN_1546695,Coffee,5,2.0,10.0,DK/NS,Takeaway,2023-03-06
1782,TXN_4030010,Sandwich,5,4.0,20.0,DK/NS,Takeaway,
1783,TXN_4567455,Coffee,3,2.0,6.0,DK/NS,In-store,2023-02-01
1784,TXN_7958487,Cookie,5,1.0,5.0,DK/NS,DK/NS,2023-01-20
1785,TXN_2864420,Sandwich,1,4.0,4.0,DK/NS,DK/NS,2023-07-12
1786,TXN_1498343,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-03-31
1787,TXN_3107619,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-05-31
1788,TXN_1923349,Tea,4,1.5,6.0,DK/NS,DK/NS,2023-07-06
1789,TXN_7380217,Tea,1,1.5,1.5,Digital Wallet,DK/NS,2023-09-10
1790,TXN_3195132,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-08-26
1791,TXN_9001088,Coffee,2,2.0,4.0,Credit Card,DK/NS,2023-08-19
1792,TXN_2101437,DK/NS,2,4.0,8.0,Cash,In-store,2023-08-27
1793,TXN_7411993,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-02-11
1794,TXN_2879092,Tea,3,1.5,4.5,Cash,DK/NS,2023-05-22
1795,TXN_8791641,Tea,5,1.5,7.5,DK/NS,In-store,2023-01-25
1796,TXN_4679593,Juice,1,3.0,3.0,Cash,In-store,2023-01-10
1797,TXN_1907250,Cookie,1,1.0,1.0,Credit Card,DK/NS,2023-11-15
1798,TXN_8504764,DK/NS,2,4.0,8.0,Digital Wallet,Takeaway,2023-02-19
1799,TXN_1630051,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-03-17
1800,TXN_2566258,Cookie,4,1.0,4.0,Cash,Takeaway,2023-06-08
1801,TXN_5785600,Salad,5,5.0,25.0,Cash,In-store,2023-12-10
1802,TXN_4864206,Cookie,5,1.0,5.0,Cash,In-store,2023-03-18
1803,TXN_4360040,Salad,1,5.0,5.0,Credit Card,DK/NS,2023-11-15
1804,TXN_9490163,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-02-23
1805,TXN_2640727,DK/NS,3,3.0,9.0,Digital Wallet,Takeaway,2023-03-05
1806,TXN_9927061,Cookie,2,1.0,2.0,DK/NS,DK/NS,2023-10-17
1807,TXN_5113993,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-02-10
1808,TXN_2192787,Sandwich,5,4.0,20.0,Cash,In-store,2023-01-01
1809,TXN_2127588,Cake,4,3.0,12.0,Cash,In-store,2023-07-17
1810,TXN_5284338,Coffee,4,2.0,8.0,Cash,Takeaway,2023-03-30
1811,TXN_8108748,Sandwich,1,4.0,4.0,Cash,DK/NS,2023-06-19
1812,TXN_5538713,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-09-20
1813,TXN_5949811,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-02-21
1814,TXN_2565449,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-10-04
1815,TXN_7264039,Cake,5,3.0,15.0,Cash,DK/NS,2023-09-19
1816,TXN_9224501,Salad,5,5.0,25.0,Credit Card,In-store,2023-12-08
1817,TXN_5767393,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-09-11
1818,TXN_2628024,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-05-02
1819,TXN_4638629,Smoothie,4,4.0,16.0,Credit Card,DK/NS,2023-02-10
1820,TXN_9287133,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-04-20
1821,TXN_6223786,Cake,5,3.0,15.0,Cash,DK/NS,2023-07-05
1822,TXN_5460750,Juice,3,3.0,9.0,Credit Card,DK/NS,2023-07-31
1823,TXN_6792445,Cake,3,3.0,9.0,Cash,DK/NS,2023-12-03
1824,TXN_2543138,Sandwich,1,4.0,4.0,Credit Card,DK/NS,2023-05-20
1825,TXN_7134064,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-04-04
1826,TXN_8616163,Smoothie,2,4.0,8.0,DK/NS,Takeaway,
1827,TXN_9201988,Coffee,3,2.0,6.0,DK/NS,DK/NS,2023-05-14
1828,TXN_5486063,Smoothie,3,4.0,12.0,Cash,In-store,2023-05-21
1829,TXN_2285849,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-09-10
1830,TXN_9577271,Sandwich,5,4.0,20.0,Cash,In-store,2023-09-30
1831,TXN_6568536,Cake,1,3.0,3.0,Cash,DK/NS,2023-12-29
1832,TXN_6802372,Juice,3,3.0,9.0,DK/NS,In-store,2023-07-20
1833,TXN_2624121,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-01-28
1834,TXN_8994477,Coffee,3,2.0,6.0,DK/NS,In-store,2023-04-19
1835,TXN_7868879,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-05-02
1836,TXN_8321225,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-08-20
1837,TXN_1439390,Juice,4,3.0,12.0,DK/NS,In-store,2023-02-14
1838,TXN_9373436,Salad,4,5.0,20.0,Digital Wallet,DK/NS,2023-04-06
1839,TXN_6243519,Coffee,3,2.0,6.0,Cash,Takeaway,2023-03-03
1840,TXN_8668901,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-06-30
1841,TXN_4903004,Tea,4,1.5,6.0,Digital Wallet,In-store,2023-12-03
1842,TXN_2195218,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-09-10
1843,TXN_9678108,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-10-10
1844,TXN_3206876,Salad,4,5.0,20.0,DK/NS,In-store,2023-11-07
1845,TXN_3064922,Salad,2,5.0,10.0,Cash,DK/NS,2023-11-12
1846,TXN_7362525,Cake,5,3.0,15.0,Cash,Takeaway,2023-06-09
1847,TXN_2161341,Salad,5,5.0,25.0,Digital Wallet,DK/NS,2023-03-12
1848,TXN_8753888,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-12-25
1849,TXN_3265596,Tea,1,1.5,1.5,Cash,DK/NS,2023-12-28
1850,TXN_2815691,Juice,5,3.0,15.0,Digital Wallet,DK/NS,2023-02-06
1851,TXN_8956534,Coffee,5,2.0,10.0,Cash,Takeaway,2023-06-05
1852,TXN_7957208,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
1853,TXN_6851213,Juice,1,3.0,3.0,Digital Wallet,DK/NS,2023-05-19
1854,TXN_7127903,Coffee,5,2.0,10.0,DK/NS,In-store,2023-11-27
1855,TXN_7543722,Cookie,3,1.0,3.0,Digital Wallet,DK/NS,2023-08-26
1856,TXN_7952680,Salad,1,5.0,5.0,DK/NS,DK/NS,2023-06-09
1857,TXN_8556062,Sandwich,5,4.0,20.0,DK/NS,DK/NS,2023-08-07
1858,TXN_8429412,Smoothie,4,4.0,16.0,DK/NS,DK/NS,2023-06-23
1859,TXN_3817784,Salad,1,5.0,5.0,DK/NS,DK/NS,2023-11-25
1860,TXN_1749105,Sandwich,5,4.0,20.0,Cash,In-store,2023-10-17
1861,TXN_9731530,Tea,4,1.5,6.0,Credit Card,DK/NS,2023-06-23
1862,TXN_1248266,Salad,3,5.0,15.0,Credit Card,In-store,2023-10-14
1863,TXN_5400273,Smoothie,4,4.0,16.0,Credit Card,DK/NS,2023-05-24
1864,TXN_2255634,Salad,4,5.0,20.0,DK/NS,DK/NS,2023-04-09
1865,TXN_3312002,Smoothie,4,4.0,16.0,Digital Wallet,DK/NS,2023-04-30
1866,TXN_5331122,Salad,4,5.0,20.0,Credit Card,In-store,2023-09-26
1867,TXN_1227800,Juice,3,3.0,9.0,Cash,Takeaway,2023-02-19
1868,TXN_1867836,Juice,1,3.0,3.0,Credit Card,DK/NS,2023-03-21
1869,TXN_3051509,Cookie,5,1.0,5.0,DK/NS,In-store,2023-03-07
1870,TXN_5108804,Juice,1,3.0,3.0,Digital Wallet,In-store,2023-09-26
1871,TXN_2699583,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-07-26
1872,TXN_1622577,Juice,1,3.0,3.0,Cash,DK/NS,2023-03-14
1873,TXN_9508880,Coffee,4,2.0,8.0,DK/NS,In-store,2023-10-26
1874,TXN_2156218,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-07-24
1875,TXN_8271025,Juice,5,3.0,15.0,Credit Card,DK/NS,2023-03-09
1876,TXN_4894699,Cookie,2,1.0,2.0,Digital Wallet,In-store,2023-02-20
1877,TXN_5427338,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-04-27
1878,TXN_8631468,Cake,1,3.0,3.0,Credit Card,In-store,2023-10-10
1879,TXN_6315590,Tea,5,1.5,7.5,DK/NS,In-store,2023-10-04
1880,TXN_7825457,Cake,5,3.0,15.0,Cash,DK/NS,2023-09-15
1881,TXN_7468777,Salad,1,5.0,5.0,Digital Wallet,In-store,
1882,TXN_2378096,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-22
1883,TXN_2627056,Sandwich,4,4.0,16.0,Digital Wallet,DK/NS,2023-04-22
1884,TXN_5062280,Smoothie,4,4.0,16.0,Credit Card,DK/NS,2023-07-05
1885,TXN_3620110,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-01
1886,TXN_7290923,Salad,3,5.0,15.0,DK/NS,DK/NS,2023-02-09
1887,TXN_7844687,Cake,1,3.0,3.0,DK/NS,In-store,
1888,TXN_1005331,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-11-04
1889,TXN_1579182,Juice,5,3.0,15.0,Cash,In-store,2023-02-20
1890,TXN_7311097,Coffee,5,2.0,10.0,DK/NS,In-store,2023-08-05
1891,TXN_1185118,DK/NS,5,3.0,15.0,DK/NS,DK/NS,
1892,TXN_4836614,Tea,4,1.5,6.0,Digital Wallet,DK/NS,2023-04-03
1893,TXN_7477271,Tea,5,1.5,7.5,DK/NS,Takeaway,2023-07-12
1894,TXN_6503052,Juice,4,3.0,12.0,DK/NS,DK/NS,2023-04-21
1895,TXN_6471268,Smoothie,5,4.0,20.0,Digital Wallet,DK/NS,2023-02-10
1896,TXN_3985301,Smoothie,2,4.0,8.0,DK/NS,In-store,
1897,TXN_6843517,Sandwich,5,4.0,20.0,Credit Card,In-store,2023-01-02
1898,TXN_9370304,Smoothie,4,4.0,16.0,DK/NS,Takeaway,2023-09-01
1899,TXN_9298053,Juice,5,3.0,15.0,Cash,In-store,2023-06-29
1900,TXN_1446862,Cake,3,3.0,9.0,DK/NS,Takeaway,2023-09-26
1901,TXN_4987246,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-11-24
1902,TXN_6271219,Sandwich,3,4.0,12.0,Cash,DK/NS,2023-06-07
1903,TXN_2614545,Tea,1,1.5,1.5,DK/NS,In-store,2023-08-10
1904,TXN_4917580,Coffee,3,2.0,6.0,DK/NS,In-store,2023-03-08
1905,TXN_6236864,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-08-17
1906,TXN_7825648,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-05-18
1907,TXN_1853196,Sandwich,1,4.0,4.0,Credit Card,DK/NS,2023-08-28
1908,TXN_7201361,Smoothie,3,4.0,12.0,Cash,In-store,2023-05-26
1909,TXN_6902481,Juice,3,3.0,9.0,Cash,DK/NS,2023-09-03
1910,TXN_4041845,Juice,5,3.0,15.0,DK/NS,DK/NS,2023-12-01
1911,TXN_8861272,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-03-27
1912,TXN_7527954,Cake,4,3.0,12.0,DK/NS,DK/NS,2023-12-09
1913,TXN_2229365,Sandwich,2,4.0,8.0,Cash,In-store,2023-09-07
1914,TXN_5563675,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-01-01
1915,TXN_7416770,DK/NS,3,3.0,9.0,DK/NS,Takeaway,2023-04-08
1916,TXN_6594187,Tea,5,1.5,7.5,DK/NS,DK/NS,
1917,TXN_8632098,Salad,2,5.0,10.0,DK/NS,DK/NS,2023-01-06
1918,TXN_3520908,Sandwich,3,4.0,12.0,Digital Wallet,DK/NS,2023-08-01
1919,TXN_7907499,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-18
1920,TXN_8360073,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-06-15
1921,TXN_4840295,DK/NS,4,4.0,16.0,Digital Wallet,Takeaway,2023-02-02
1922,TXN_4140167,Coffee,2,2.0,4.0,Cash,DK/NS,2023-06-29
1923,TXN_2690515,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-09-06
1924,TXN_2080682,Coffee,3,2.0,6.0,Credit Card,In-store,2023-05-02
1925,TXN_8399341,Tea,5,1.5,7.5,Cash,DK/NS,2023-03-22
1926,TXN_5661891,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-10-28
1927,TXN_3164212,Smoothie,4,4.0,16.0,DK/NS,In-store,2023-11-14
1928,TXN_1834831,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-02-16
1929,TXN_3360401,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-02-05
1930,TXN_6036520,Coffee,5,2.0,10.0,Cash,DK/NS,2023-09-15
1931,TXN_1582958,Coffee,2,2.0,4.0,Cash,DK/NS,2023-12-08
1932,TXN_9834415,Cookie,2,1.0,2.0,Credit Card,In-store,2023-12-28
1933,TXN_7325430,Coffee,2,2.0,4.0,Cash,DK/NS,2023-04-17
1934,TXN_6440365,Smoothie,2,4.0,8.0,Cash,DK/NS,2023-05-14
1935,TXN_4002629,Cake,5,3.0,15.0,Credit Card,In-store,2023-06-15
1936,TXN_4244830,Coffee,5,2.0,10.0,DK/NS,In-store,2023-04-24
1937,TXN_2217038,Tea,5,1.5,7.5,DK/NS,DK/NS,2023-06-12
1938,TXN_6259827,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-06-14
1939,TXN_6551087,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-05-02
1940,TXN_1643039,Cookie,3,1.0,3.0,DK/NS,DK/NS,2023-02-17
1941,TXN_3683787,Tea,5,1.5,7.5,Credit Card,DK/NS,2023-09-16
1942,TXN_5765576,Sandwich,5,4.0,20.0,DK/NS,In-store,2023-11-22
1943,TXN_4155134,Cookie,1,1.0,1.0,DK/NS,Takeaway,2023-05-07
1944,TXN_1795044,Coffee,2,2.0,4.0,Digital Wallet,DK/NS,2023-08-15
1945,TXN_3328393,DK/NS,3,3.0,9.0,DK/NS,DK/NS,2023-04-16
1946,TXN_2399870,Salad,4,5.0,20.0,DK/NS,DK/NS,2023-04-08
1947,TXN_8898121,Tea,4,1.5,6.0,Digital Wallet,DK/NS,2023-03-26
1948,TXN_4735392,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-04-04
1949,TXN_3244935,Salad,5,5.0,25.0,DK/NS,Takeaway,2023-11-24
1950,TXN_8410712,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-10-23
1951,TXN_8997048,Juice,1,3.0,3.0,DK/NS,In-store,2023-12-05
1952,TXN_6009395,Sandwich,4,4.0,16.0,Cash,In-store,2023-07-20
1953,TXN_3733753,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-03-10
1954,TXN_4084548,Salad,2,5.0,10.0,Cash,In-store,2023-07-21
1955,TXN_7125945,Cake,3,3.0,9.0,Credit Card,In-store,2023-01-30
1956,TXN_6746140,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,
1957,TXN_8103439,Smoothie,1,4.0,4.0,DK/NS,Takeaway,2023-11-30
1958,TXN_9474082,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-03-22
1959,TXN_2623927,Sandwich,2,4.0,8.0,DK/NS,DK/NS,2023-01-27
1960,TXN_8707598,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-10-22
1961,TXN_2810554,DK/NS,1,3.0,3.0,Credit Card,Takeaway,2023-02-18
1962,TXN_5435751,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-05-24
1963,TXN_9991468,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-11-30
1964,TXN_1339457,DK/NS,3,4.0,12.0,Digital Wallet,In-store,2023-05-23
1965,TXN_5186460,Juice,3,3.0,9.0,Credit Card,DK/NS,2023-11-07
1966,TXN_8936782,Juice,5,3.0,15.0,DK/NS,In-store,2023-04-01
1967,TXN_6885561,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-06-24
1968,TXN_4089089,Smoothie,5,4.0,20.0,DK/NS,DK/NS,2023-10-26
1969,TXN_6304285,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-11-16
1970,TXN_7792996,Salad,4,5.0,20.0,Cash,DK/NS,2023-12-20
1971,TXN_3653328,Cookie,4,1.0,4.0,Digital Wallet,In-store,2023-06-27
1972,TXN_3003876,Cookie,3,1.0,3.0,Cash,DK/NS,2023-08-27
1973,TXN_4015634,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-06-28
1974,TXN_8166394,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-12-22
1975,TXN_1270603,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-12-03
1976,TXN_8837886,Smoothie,3,4.0,12.0,DK/NS,DK/NS,2023-04-20
1977,TXN_1437275,Coffee,3,2.0,6.0,Credit Card,DK/NS,2023-07-22
1978,TXN_5791605,Smoothie,3,4.0,12.0,DK/NS,Takeaway,2023-05-17
1979,TXN_5836079,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-07-14
1980,TXN_2897115,Coffee,3,2.0,6.0,Digital Wallet,In-store,2023-06-23
1981,TXN_8916613,Salad,4,5.0,20.0,DK/NS,Takeaway,2023-06-19
1982,TXN_9251292,Tea,2,1.5,3.0,Cash,DK/NS,2023-01-20
1983,TXN_9639025,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-12-06
1984,TXN_7770253,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-01-06
1985,TXN_9196116,Cake,2,3.0,6.0,DK/NS,In-store,2023-07-06
1986,TXN_5405799,Coffee,3,2.0,6.0,Cash,DK/NS,2023-08-13
1987,TXN_1701500,Smoothie,1,4.0,4.0,DK/NS,Takeaway,2023-01-05
1988,TXN_6669163,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-07-26
1989,TXN_9695128,Cake,1,3.0,3.0,Cash,In-store,2023-12-21
1990,TXN_8700156,Tea,4,1.5,6.0,Credit Card,In-store,2023-12-25
1991,TXN_7192920,Smoothie,4,4.0,16.0,Digital Wallet,DK/NS,2023-02-28
1992,TXN_1866816,Juice,3,3.0,9.0,DK/NS,In-store,2023-08-21
1993,TXN_2423762,Coffee,1,2.0,2.0,DK/NS,DK/NS,2023-08-12
1994,TXN_4007506,Salad,1,5.0,5.0,DK/NS,DK/NS,2023-01-19
1995,TXN_4371760,Smoothie,2,4.0,8.0,Cash,In-store,2023-01-12
1996,TXN_4468830,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-11-10
1997,TXN_1908100,Juice,2,3.0,6.0,DK/NS,In-store,2023-04-17
1998,TXN_3892344,Cookie,2,1.0,2.0,DK/NS,DK/NS,2023-07-28
1999,TXN_3023841,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-04-29
2000,TXN_8793244,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-05-08
2001,TXN_5764993,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-04-26
2002,TXN_2376525,Sandwich,5,4.0,20.0,DK/NS,DK/NS,
2003,TXN_2628941,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-12-27
2004,TXN_5206049,Cookie,3,1.0,3.0,Digital Wallet,DK/NS,2023-06-24
2005,TXN_5448602,Juice,3,3.0,9.0,Credit Card,In-store,2023-01-17
2006,TXN_1346517,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-03-20
2007,TXN_9277534,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-04-25
2008,TXN_4946991,Cake,1,3.0,3.0,DK/NS,DK/NS,2023-04-17
2009,TXN_9663098,Juice,2,3.0,6.0,Cash,DK/NS,2023-06-10
2010,TXN_2492586,Salad,3,5.0,15.0,Cash,DK/NS,2023-05-17
2011,TXN_2450799,Tea,5,1.5,7.5,DK/NS,DK/NS,2023-11-26
2012,TXN_6145837,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-08-27
2013,TXN_3665727,Cookie,1,1.0,1.0,DK/NS,In-store,2023-10-13
2014,TXN_5067056,Sandwich,1,4.0,4.0,Cash,In-store,2023-08-13
2015,TXN_8453110,Smoothie,3,4.0,12.0,Digital Wallet,DK/NS,2023-06-24
2016,TXN_4954887,Cookie,3,1.0,3.0,DK/NS,In-store,2023-06-11
2017,TXN_4449173,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-04-05
2018,TXN_6641409,DK/NS,5,4.0,20.0,Digital Wallet,DK/NS,2023-11-21
2019,TXN_6132959,Salad,5,5.0,25.0,Digital Wallet,DK/NS,2023-07-01
2020,TXN_8626161,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-11-23
2021,TXN_7099050,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-01-18
2022,TXN_8938663,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-09-09
2023,TXN_5039624,Cookie,4,1.0,4.0,DK/NS,Takeaway,2023-04-27
2024,TXN_9565465,Tea,3,1.5,4.5,Credit Card,In-store,2023-12-26
2025,TXN_6301600,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-02-28
2026,TXN_1529904,Coffee,1,2.0,2.0,Credit Card,In-store,
2027,TXN_4784128,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-27
2028,TXN_5807634,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-05-23
2029,TXN_5560205,Coffee,3,2.0,6.0,Cash,In-store,2023-12-22
2030,TXN_2193092,Juice,4,3.0,12.0,DK/NS,Takeaway,2023-10-30
2031,TXN_8191921,Salad,3,5.0,15.0,Digital Wallet,DK/NS,
2032,TXN_1833277,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-10-19
2033,TXN_6346774,Juice,3,3.0,9.0,Cash,In-store,
2034,TXN_6119798,Salad,1,5.0,5.0,Credit Card,In-store,2023-09-19
2035,TXN_9793353,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-08-21
2036,TXN_5017895,Salad,4,5.0,20.0,Cash,DK/NS,2023-09-25
2037,TXN_4547995,Cake,3,3.0,9.0,Digital Wallet,DK/NS,2023-11-30
2038,TXN_7032256,Sandwich,5,4.0,20.0,Credit Card,DK/NS,2023-03-13
2039,TXN_2578309,Smoothie,3,4.0,12.0,DK/NS,DK/NS,2023-05-05
2040,TXN_2064360,Coffee,4,2.0,8.0,Digital Wallet,In-store,2023-08-30
